"Segment","Area_km2","DU","Year","Attainment"
"PAXTF",4.4086217845,"SWBG",1989,0
"PIAMH",69.7741768909,"SWBG",1989,0
"PISTF",3.70899693257,"SWBG",1989,0
"PMKOH",14.0938065446,"SWBG",1989,NA
"PMKTF",16.2259785075,"SWBG",1989,0
"POCMH_MD",52.0824437581,"SWBG",1989,0
"POCMH_VA",138.776863795,"SWBG",1989,0
"POCOH_MD",6.45538609683,"SWBG",1989,NA
"POCOH_VA",7.3661146597,"SWBG",1989,NA
"POCTF",3.99887081045,"SWBG",1989,NA
"POTMH_MD",804.203957084,"SWBG",1989,0
"POTMH_VA",83.6606950009,"SWBG",1989,0
"POTOH_VA",21.0193182988,"SWBG",1989,0
"POTOH1_MD",175.075248648,"SWBG",1989,1
"POTOH2_MD",7.72440178035,"SWBG",1989,0
"POTOH3_MD",11.1447226587,"SWBG",1989,0
"POTTF_DC",13.2877163153,"SWBG",1989,1
"POTTF_MD",92.9893611612,"SWBG",1989,1
"POTTF_VA",44.1580223128,"SWBG",1989,1
"RHDMH",9.11056246868,"SWBG",1989,0
"RPPMH",323.83067856,"SWBG",1989,0
"RPPOH",19.5365297273,"SWBG",1989,0
"RPPTF",36.5033099553,"SWBG",1989,0
"SASOH",33.0857121098,"SWBG",1989,NA
"SASOH1",21.326638507,"SWBG",1989,0
"SASOH2",11.7590736028,"SWBG",1989,0
"SBEMH",8.39295815709,"SWBG",1989,NA
"SEVMH",29.387340879,"SWBG",1989,0
"SOUMH",23.9803810386,"SWBG",1989,0
"TANMH_MD",581.1474486605,"SWBG",1989,NA
"TANMH1_MD",538.009949471,"SWBG",1989,0
"TANMH2_MD",43.1374991895,"SWBG",1989,0
"TANMH_VA",316.77843561,"SWBG",1989,0
"WBEMH",6.00683188944,"SWBG",1989,NA
"WBRTF",0.131510549675,"SWBG",1989,1
"WICMH",35.1165155316,"SWBG",1989,0
"WSTMH",11.3039887553,"SWBG",1989,0
"YRKMH",94.5925146547,"SWBG",1989,0
"YRKPH",68.4147310502,"SWBG",1989,0
"ANATF_DC",3.18607307805,"MSN",1990,0
"ANATF_MD",0.220444298005,"MSN",1990,0
"APPTF",8.01161109738,"MSN",1990,1
"BACOH",16.175353828,"MSN",1990,1
"BIGMH",29.064783902,"MSN",1990,1
"BIGMH1",25.9379303683,"MSN",1990,NA
"BIGMH2",3.1268535337,"MSN",1990,NA
"BOHOH",11.9276357937,"MSN",1990,1
"BSHOH",30.5426953902,"MSN",1990,1
"C&DOH_DE",1.06981825234,"MSN",1990,1
"C&DOH_MD",2.49600957707,"MSN",1990,1
"CB1TF",151.6209412867,"MSN",1990,1
"CB1TF1",49.3689989917,"MSN",1990,NA
"CB1TF2",102.251942295,"MSN",1990,NA
"CB2OH",275.239534609,"MSN",1990,1
"CB3MH",361.585742353,"MSN",1990,0
"CB4MH",908.847238557,"MSN",1990,NA
"CB5MH_MD",920.485016307,"MSN",1990,NA
"CB5MH_VA",554.138332357,"MSN",1990,NA
"CB6PH",743.349060347,"MSN",1990,NA
"CB7PH",1520.77661607,"MSN",1990,NA
"CB8PH",412.427729018,"MSN",1990,NA
"CHKOH",27.9692705972,"MSN",1990,1
"CHOMH1",242.057252929,"MSN",1990,1
"CHOMH2",74.2001171401,"MSN",1990,1
"CHOOH",15.0376490018,"MSN",1990,1
"CHOTF",8.90618058165,"MSN",1990,1
"CHSMH",119.290257976,"MSN",1990,0
"CHSOH",14.7905368951,"MSN",1990,1
"CHSTF",4.08401551985,"MSN",1990,1
"CRRMH",23.4836069424,"MSN",1990,1
"EASMH",234.544096065,"MSN",1990,1
"EBEMH",5.77443940416,"MSN",1990,NA
"ELIPH",21.1526819021,"MSN",1990,NA
"ELKOH",37.27000428015,"MSN",1990,1
"ELKOH1",31.0227076169,"MSN",1990,NA
"ELKOH2",6.24729666325,"MSN",1990,NA
"FSBMH",83.5055497405,"MSN",1990,1
"GUNOH",41.5971244488,"MSN",1990,1
"GUNOH1",22.9367906542,"MSN",1990,NA
"GUNOH2",18.6603337946,"MSN",1990,NA
"HNGMH",97.7191868419,"MSN",1990,NA
"JMSMH",304.24105616,"MSN",1990,1
"JMSOH",127.749035571,"MSN",1990,1
"JMSPH",76.5619000153,"MSN",1990,NA
"JMSTF1",73.9844902512,"MSN",1990,1
"JMSTF2",21.3173558988,"MSN",1990,1
"LAFMH",5.75090847064,"MSN",1990,NA
"LCHMH",89.573498991,"MSN",1990,NA
"LYNPH",19.6071761165,"MSN",1990,NA
"MAGMH",26.5306737174,"MSN",1990,1
"MANMH",60.7889172715,"MSN",1990,1
"MANMH1",51.6400494168,"MSN",1990,NA
"MANMH2",9.1488678547,"MSN",1990,NA
"MATTF",7.28089456688,"MSN",1990,1
"MIDOH",16.2140696845,"MSN",1990,1
"MOBPH",342.697690424,"MSN",1990,NA
"MPNOH",7.952138502,"MSN",1990,1
"MPNTF",9.2802439777,"MSN",1990,1
"NANMH",48.3577889708,"MSN",1990,1
"NANOH",16.4553301193,"MSN",1990,1
"NANTF_DE",3.44982191355,"MSN",1990,1
"NANTF_MD",1.15864092595,"MSN",1990,1
"NORTF",15.817688769,"MSN",1990,1
"PATMH",93.6046301936,"MSN",1990,0
"PAXMH",107.5359184718,"MSN",1990,0
"PAXMH1",83.145424318,"MSN",1990,NA
"PAXMH2",15.5166098279,"MSN",1990,NA
"PAXMH3",2.40735686402,"MSN",1990,NA
"PAXMH4",2.5047114203,"MSN",1990,NA
"PAXMH5",3.43008200378,"MSN",1990,NA
"PAXMH6",0.5317340378,"MSN",1990,NA
"PAXOH",14.2434559408,"MSN",1990,1
"PAXTF",4.4086217845,"MSN",1990,1
"PIAMH",69.7741768909,"MSN",1990,1
"PISTF",3.70899693257,"MSN",1990,1
"PMKOH",14.0938065446,"MSN",1990,1
"PMKTF",16.2259785075,"MSN",1990,1
"POCMH_MD",52.0824437581,"MSN",1990,1
"POCMH_VA",138.776863795,"MSN",1990,1
"POCOH_MD",6.45538609683,"MSN",1990,0
"POCOH_VA",7.3661146597,"MSN",1990,0
"POCTF",3.99887081045,"MSN",1990,0
"POTMH_MD",804.203957084,"MSN",1990,1
"POTMH_VA",83.6606950009,"MSN",1990,0
"POTOH_VA",21.0193182988,"MSN",1990,0
"POTOH1_MD",175.075248648,"MSN",1990,1
"POTOH2_MD",7.72440178035,"MSN",1990,0
"POTOH3_MD",11.1447226587,"MSN",1990,0
"POTTF_DC",13.2877163153,"MSN",1990,1
"POTTF_MD",92.9893611612,"MSN",1990,1
"POTTF_VA",44.1580223128,"MSN",1990,0
"RHDMH",9.11056246868,"MSN",1990,1
"RPPMH",323.83067856,"MSN",1990,1
"RPPOH",19.5365297273,"MSN",1990,1
"RPPTF",36.5033099553,"MSN",1990,1
"SASOH",33.0857121098,"MSN",1990,1
"SASOH1",21.326638507,"MSN",1990,NA
"SASOH2",11.7590736028,"MSN",1990,NA
"SBEMH",8.39295815709,"MSN",1990,NA
"SEVMH",29.387340879,"MSN",1990,1
"SOUMH",23.9803810386,"MSN",1990,1
"TANMH_MD",581.1474486605,"MSN",1990,NA
"TANMH1_MD",538.009949471,"MSN",1990,NA
"TANMH2_MD",43.1374991895,"MSN",1990,NA
"TANMH_VA",316.77843561,"MSN",1990,NA
"WBEMH",6.00683188944,"MSN",1990,NA
"WBRTF",0.131510549675,"MSN",1990,1
"WICMH",35.1165155316,"MSN",1990,1
"WSTMH",11.3039887553,"MSN",1990,1
"YRKMH",94.5925146547,"MSN",1990,1
"YRKPH",68.4147310502,"MSN",1990,NA
"ANATF_DC",3.18607307805,"OW",1990,0
"ANATF_MD",0.220444298005,"OW",1990,0
"APPTF",8.01161109738,"OW",1990,1
"BACOH",16.175353828,"OW",1990,0
"BIGMH",29.064783902,"OW",1990,1
"BIGMH1",25.9379303683,"OW",1990,NA
"BIGMH2",3.1268535337,"OW",1990,NA
"BOHOH",11.9276357937,"OW",1990,1
"BSHOH",30.5426953902,"OW",1990,0
"C&DOH_DE",1.06981825234,"OW",1990,1
"C&DOH_MD",2.49600957707,"OW",1990,1
"CB1TF",151.6209412867,"OW",1990,1
"CB1TF1",49.3689989917,"OW",1990,NA
"CB1TF2",102.251942295,"OW",1990,NA
"CB2OH",275.239534609,"OW",1990,0
"CB3MH",361.585742353,"OW",1990,1
"CB4MH",908.847238557,"OW",1990,1
"CB5MH_MD",920.485016307,"OW",1990,1
"CB5MH_VA",554.138332357,"OW",1990,1
"CB6PH",743.349060347,"OW",1990,0
"CB7PH",1520.77661607,"OW",1990,0
"CB8PH",412.427729018,"OW",1990,1
"CHKOH",27.9692705972,"OW",1990,0
"CHOMH1",242.057252929,"OW",1990,0
"CHOMH2",74.2001171401,"OW",1990,0
"CHOOH",15.0376490018,"OW",1990,0
"CHOTF",8.90618058165,"OW",1990,1
"CHSMH",119.290257976,"OW",1990,1
"CHSOH",14.7905368951,"OW",1990,1
"CHSTF",4.08401551985,"OW",1990,1
"CRRMH",23.4836069424,"OW",1990,0
"EASMH",234.544096065,"OW",1990,1
"EBEMH",5.77443940416,"OW",1990,0
"ELIPH",21.1526819021,"OW",1990,0
"ELKOH",37.27000428015,"OW",1990,1
"ELKOH1",31.0227076169,"OW",1990,NA
"ELKOH2",6.24729666325,"OW",1990,NA
"FSBMH",83.5055497405,"OW",1990,1
"GUNOH",41.5971244488,"OW",1990,1
"GUNOH1",22.9367906542,"OW",1990,NA
"GUNOH2",18.6603337946,"OW",1990,NA
"HNGMH",97.7191868419,"OW",1990,0
"JMSMH",304.24105616,"OW",1990,1
"JMSOH",127.749035571,"OW",1990,1
"JMSPH",76.5619000153,"OW",1990,0
"JMSTF1",73.9844902512,"OW",1990,0
"JMSTF2",21.3173558988,"OW",1990,1
"LAFMH",5.75090847064,"OW",1990,1
"LCHMH",89.573498991,"OW",1990,0
"LYNPH",19.6071761165,"OW",1990,0
"MAGMH",26.5306737174,"OW",1990,0
"MANMH",60.7889172715,"OW",1990,1
"MANMH1",51.6400494168,"OW",1990,NA
"MANMH2",9.1488678547,"OW",1990,NA
"MATTF",7.28089456688,"OW",1990,1
"MIDOH",16.2140696845,"OW",1990,1
"MOBPH",342.697690424,"OW",1990,0
"MPNOH",7.952138502,"OW",1990,0
"MPNTF",9.2802439777,"OW",1990,1
"NANMH",48.3577889708,"OW",1990,1
"NANOH",16.4553301193,"OW",1990,1
"NANTF_DE",3.44982191355,"OW",1990,1
"NANTF_MD",1.15864092595,"OW",1990,1
"NORTF",15.817688769,"OW",1990,1
"PATMH",93.6046301936,"OW",1990,1
"PAXMH",107.5359184718,"OW",1990,0
"PAXMH1",83.145424318,"OW",1990,NA
"PAXMH2",15.5166098279,"OW",1990,NA
"PAXMH3",2.40735686402,"OW",1990,NA
"PAXMH4",2.5047114203,"OW",1990,NA
"PAXMH5",3.43008200378,"OW",1990,NA
"PAXMH6",0.5317340378,"OW",1990,NA
"PAXOH",14.2434559408,"OW",1990,0
"PAXTF",4.4086217845,"OW",1990,1
"PIAMH",69.7741768909,"OW",1990,1
"PISTF",3.70899693257,"OW",1990,1
"PMKOH",14.0938065446,"OW",1990,0
"PMKTF",16.2259785075,"OW",1990,0
"POCMH_MD",52.0824437581,"OW",1990,1
"POCMH_VA",138.776863795,"OW",1990,1
"POCOH_MD",6.45538609683,"OW",1990,0
"POCOH_VA",7.3661146597,"OW",1990,0
"POCTF",3.99887081045,"OW",1990,0
"POTMH_MD",804.203957084,"OW",1990,0
"POTMH_VA",83.6606950009,"OW",1990,0
"POTOH_VA",21.0193182988,"OW",1990,0
"POTOH1_MD",175.075248648,"OW",1990,0
"POTOH2_MD",7.72440178035,"OW",1990,0
"POTOH3_MD",11.1447226587,"OW",1990,0
"POTTF_DC",13.2877163153,"OW",1990,1
"POTTF_MD",92.9893611612,"OW",1990,0
"POTTF_VA",44.1580223128,"OW",1990,0
"RHDMH",9.11056246868,"OW",1990,0
"RPPMH",323.83067856,"OW",1990,0
"RPPOH",19.5365297273,"OW",1990,1
"RPPTF",36.5033099553,"OW",1990,0
"SASOH",33.0857121098,"OW",1990,0
"SASOH1",21.326638507,"OW",1990,NA
"SASOH2",11.7590736028,"OW",1990,NA
"SBEMH",8.39295815709,"OW",1990,0
"SEVMH",29.387340879,"OW",1990,1
"SOUMH",23.9803810386,"OW",1990,0
"TANMH_MD",581.1474486605,"OW",1990,0
"TANMH1_MD",538.009949471,"OW",1990,NA
"TANMH2_MD",43.1374991895,"OW",1990,NA
"TANMH_VA",316.77843561,"OW",1990,0
"WBEMH",6.00683188944,"OW",1990,0
"WBRTF",0.131510549675,"OW",1990,1
"WICMH",35.1165155316,"OW",1990,1
"WSTMH",11.3039887553,"OW",1990,0
"YRKMH",94.5925146547,"OW",1990,0
"YRKPH",68.4147310502,"OW",1990,0
"ANATF_DC",3.18607307805,"DW",1990,NA
"ANATF_MD",0.220444298005,"DW",1990,NA
"APPTF",8.01161109738,"DW",1990,NA
"BACOH",16.175353828,"DW",1990,NA
"BIGMH",29.064783902,"DW",1990,NA
"BIGMH1",25.9379303683,"DW",1990,NA
"BIGMH2",3.1268535337,"DW",1990,NA
"BOHOH",11.9276357937,"DW",1990,NA
"BSHOH",30.5426953902,"DW",1990,NA
"C&DOH_DE",1.06981825234,"DW",1990,NA
"C&DOH_MD",2.49600957707,"DW",1990,NA
"CB1TF",151.6209412867,"DW",1990,NA
"CB1TF1",49.3689989917,"DW",1990,NA
"CB1TF2",102.251942295,"DW",1990,NA
"CB2OH",275.239534609,"DW",1990,NA
"CB3MH",361.585742353,"DW",1990,0
"CB4MH",908.847238557,"DW",1990,0
"CB5MH_MD",920.485016307,"DW",1990,0
"CB5MH_VA",554.138332357,"DW",1990,0
"CB6PH",743.349060347,"DW",1990,1
"CB7PH",1520.77661607,"DW",1990,1
"CB8PH",412.427729018,"DW",1990,NA
"CHKOH",27.9692705972,"DW",1990,NA
"CHOMH1",242.057252929,"DW",1990,NA
"CHOMH2",74.2001171401,"DW",1990,NA
"CHOOH",15.0376490018,"DW",1990,NA
"CHOTF",8.90618058165,"DW",1990,NA
"CHSMH",119.290257976,"DW",1990,0
"CHSOH",14.7905368951,"DW",1990,NA
"CHSTF",4.08401551985,"DW",1990,NA
"CRRMH",23.4836069424,"DW",1990,NA
"EASMH",234.544096065,"DW",1990,0
"EBEMH",5.77443940416,"DW",1990,NA
"ELIPH",21.1526819021,"DW",1990,NA
"ELKOH",37.27000428015,"DW",1990,NA
"ELKOH1",31.0227076169,"DW",1990,NA
"ELKOH2",6.24729666325,"DW",1990,NA
"FSBMH",83.5055497405,"DW",1990,NA
"GUNOH",41.5971244488,"DW",1990,NA
"GUNOH1",22.9367906542,"DW",1990,NA
"GUNOH2",18.6603337946,"DW",1990,NA
"HNGMH",97.7191868419,"DW",1990,NA
"JMSMH",304.24105616,"DW",1990,NA
"JMSOH",127.749035571,"DW",1990,NA
"JMSPH",76.5619000153,"DW",1990,NA
"JMSTF1",73.9844902512,"DW",1990,NA
"JMSTF2",21.3173558988,"DW",1990,NA
"LAFMH",5.75090847064,"DW",1990,NA
"LCHMH",89.573498991,"DW",1990,NA
"LYNPH",19.6071761165,"DW",1990,NA
"MAGMH",26.5306737174,"DW",1990,0
"MANMH",60.7889172715,"DW",1990,NA
"MANMH1",51.6400494168,"DW",1990,NA
"MANMH2",9.1488678547,"DW",1990,NA
"MATTF",7.28089456688,"DW",1990,NA
"MIDOH",16.2140696845,"DW",1990,NA
"MOBPH",342.697690424,"DW",1990,NA
"MPNOH",7.952138502,"DW",1990,NA
"MPNTF",9.2802439777,"DW",1990,NA
"NANMH",48.3577889708,"DW",1990,NA
"NANOH",16.4553301193,"DW",1990,NA
"NANTF_DE",3.44982191355,"DW",1990,NA
"NANTF_MD",1.15864092595,"DW",1990,NA
"NORTF",15.817688769,"DW",1990,NA
"PATMH",93.6046301936,"DW",1990,0
"PAXMH",107.5359184718,"DW",1990,0
"PAXMH1",83.145424318,"DW",1990,NA
"PAXMH2",15.5166098279,"DW",1990,NA
"PAXMH3",2.40735686402,"DW",1990,NA
"PAXMH4",2.5047114203,"DW",1990,NA
"PAXMH5",3.43008200378,"DW",1990,NA
"PAXMH6",0.5317340378,"DW",1990,NA
"PAXOH",14.2434559408,"DW",1990,NA
"PAXTF",4.4086217845,"DW",1990,NA
"PIAMH",69.7741768909,"DW",1990,NA
"PISTF",3.70899693257,"DW",1990,NA
"PMKOH",14.0938065446,"DW",1990,NA
"PMKTF",16.2259785075,"DW",1990,NA
"POCMH_MD",52.0824437581,"DW",1990,NA
"POCMH_VA",138.776863795,"DW",1990,NA
"POCOH_MD",6.45538609683,"DW",1990,NA
"POCOH_VA",7.3661146597,"DW",1990,NA
"POCTF",3.99887081045,"DW",1990,NA
"POTMH_MD",804.203957084,"DW",1990,0
"POTMH_VA",83.6606950009,"DW",1990,0
"POTOH_VA",21.0193182988,"DW",1990,NA
"POTOH1_MD",175.075248648,"DW",1990,NA
"POTOH2_MD",7.72440178035,"DW",1990,NA
"POTOH3_MD",11.1447226587,"DW",1990,NA
"POTTF_DC",13.2877163153,"DW",1990,NA
"POTTF_MD",92.9893611612,"DW",1990,NA
"POTTF_VA",44.1580223128,"DW",1990,NA
"RHDMH",9.11056246868,"DW",1990,NA
"RPPMH",323.83067856,"DW",1990,0
"RPPOH",19.5365297273,"DW",1990,NA
"RPPTF",36.5033099553,"DW",1990,NA
"SASOH",33.0857121098,"DW",1990,NA
"SASOH1",21.326638507,"DW",1990,NA
"SASOH2",11.7590736028,"DW",1990,NA
"SBEMH",8.39295815709,"DW",1990,0
"SEVMH",29.387340879,"DW",1990,0
"SOUMH",23.9803810386,"DW",1990,0
"TANMH_MD",581.1474486605,"DW",1990,NA
"TANMH1_MD",538.009949471,"DW",1990,NA
"TANMH2_MD",43.1374991895,"DW",1990,NA
"TANMH_VA",316.77843561,"DW",1990,NA
"WBEMH",6.00683188944,"DW",1990,NA
"WBRTF",0.131510549675,"DW",1990,NA
"WICMH",35.1165155316,"DW",1990,NA
"WSTMH",11.3039887553,"DW",1990,NA
"YRKMH",94.5925146547,"DW",1990,NA
"YRKPH",68.4147310502,"DW",1990,1
"ANATF_DC",3.18607307805,"DC",1990,NA
"ANATF_MD",0.220444298005,"DC",1990,NA
"APPTF",8.01161109738,"DC",1990,NA
"BACOH",16.175353828,"DC",1990,NA
"BIGMH",29.064783902,"DC",1990,NA
"BIGMH1",25.9379303683,"DC",1990,NA
"BIGMH2",3.1268535337,"DC",1990,NA
"BOHOH",11.9276357937,"DC",1990,NA
"BSHOH",30.5426953902,"DC",1990,NA
"C&DOH_DE",1.06981825234,"DC",1990,NA
"C&DOH_MD",2.49600957707,"DC",1990,NA
"CB1TF",151.6209412867,"DC",1990,NA
"CB1TF1",49.3689989917,"DC",1990,NA
"CB1TF2",102.251942295,"DC",1990,NA
"CB2OH",275.239534609,"DC",1990,NA
"CB3MH",361.585742353,"DC",1990,0
"CB4MH",908.847238557,"DC",1990,0
"CB5MH_MD",920.485016307,"DC",1990,0
"CB5MH_VA",554.138332357,"DC",1990,0
"CB6PH",743.349060347,"DC",1990,NA
"CB7PH",1520.77661607,"DC",1990,NA
"CB8PH",412.427729018,"DC",1990,NA
"CHKOH",27.9692705972,"DC",1990,NA
"CHOMH1",242.057252929,"DC",1990,NA
"CHOMH2",74.2001171401,"DC",1990,NA
"CHOOH",15.0376490018,"DC",1990,NA
"CHOTF",8.90618058165,"DC",1990,NA
"CHSMH",119.290257976,"DC",1990,0
"CHSOH",14.7905368951,"DC",1990,NA
"CHSTF",4.08401551985,"DC",1990,NA
"CRRMH",23.4836069424,"DC",1990,NA
"EASMH",234.544096065,"DC",1990,0
"EBEMH",5.77443940416,"DC",1990,NA
"ELIPH",21.1526819021,"DC",1990,NA
"ELKOH",37.27000428015,"DC",1990,NA
"ELKOH1",31.0227076169,"DC",1990,NA
"ELKOH2",6.24729666325,"DC",1990,NA
"FSBMH",83.5055497405,"DC",1990,NA
"GUNOH",41.5971244488,"DC",1990,NA
"GUNOH1",22.9367906542,"DC",1990,NA
"GUNOH2",18.6603337946,"DC",1990,NA
"HNGMH",97.7191868419,"DC",1990,NA
"JMSMH",304.24105616,"DC",1990,NA
"JMSOH",127.749035571,"DC",1990,NA
"JMSPH",76.5619000153,"DC",1990,NA
"JMSTF1",73.9844902512,"DC",1990,NA
"JMSTF2",21.3173558988,"DC",1990,NA
"LAFMH",5.75090847064,"DC",1990,NA
"LCHMH",89.573498991,"DC",1990,NA
"LYNPH",19.6071761165,"DC",1990,NA
"MAGMH",26.5306737174,"DC",1990,NA
"MANMH",60.7889172715,"DC",1990,NA
"MANMH1",51.6400494168,"DC",1990,NA
"MANMH2",9.1488678547,"DC",1990,NA
"MATTF",7.28089456688,"DC",1990,NA
"MIDOH",16.2140696845,"DC",1990,NA
"MOBPH",342.697690424,"DC",1990,NA
"MPNOH",7.952138502,"DC",1990,NA
"MPNTF",9.2802439777,"DC",1990,NA
"NANMH",48.3577889708,"DC",1990,NA
"NANOH",16.4553301193,"DC",1990,NA
"NANTF_DE",3.44982191355,"DC",1990,NA
"NANTF_MD",1.15864092595,"DC",1990,NA
"NORTF",15.817688769,"DC",1990,NA
"PATMH",93.6046301936,"DC",1990,0
"PAXMH",107.5359184718,"DC",1990,NA
"PAXMH1",83.145424318,"DC",1990,NA
"PAXMH2",15.5166098279,"DC",1990,NA
"PAXMH3",2.40735686402,"DC",1990,NA
"PAXMH4",2.5047114203,"DC",1990,NA
"PAXMH5",3.43008200378,"DC",1990,NA
"PAXMH6",0.5317340378,"DC",1990,NA
"PAXOH",14.2434559408,"DC",1990,NA
"PAXTF",4.4086217845,"DC",1990,NA
"PIAMH",69.7741768909,"DC",1990,NA
"PISTF",3.70899693257,"DC",1990,NA
"PMKOH",14.0938065446,"DC",1990,NA
"PMKTF",16.2259785075,"DC",1990,NA
"POCMH_MD",52.0824437581,"DC",1990,NA
"POCMH_VA",138.776863795,"DC",1990,NA
"POCOH_MD",6.45538609683,"DC",1990,NA
"POCOH_VA",7.3661146597,"DC",1990,NA
"POCTF",3.99887081045,"DC",1990,NA
"POTMH_MD",804.203957084,"DC",1990,0
"POTMH_VA",83.6606950009,"DC",1990,0
"POTOH_VA",21.0193182988,"DC",1990,NA
"POTOH1_MD",175.075248648,"DC",1990,NA
"POTOH2_MD",7.72440178035,"DC",1990,NA
"POTOH3_MD",11.1447226587,"DC",1990,NA
"POTTF_DC",13.2877163153,"DC",1990,NA
"POTTF_MD",92.9893611612,"DC",1990,NA
"POTTF_VA",44.1580223128,"DC",1990,NA
"RHDMH",9.11056246868,"DC",1990,NA
"RPPMH",323.83067856,"DC",1990,0
"RPPOH",19.5365297273,"DC",1990,NA
"RPPTF",36.5033099553,"DC",1990,NA
"SASOH",33.0857121098,"DC",1990,NA
"SASOH1",21.326638507,"DC",1990,NA
"SASOH2",11.7590736028,"DC",1990,NA
"SBEMH",8.39295815709,"DC",1990,NA
"SEVMH",29.387340879,"DC",1990,NA
"SOUMH",23.9803810386,"DC",1990,NA
"TANMH_MD",581.1474486605,"DC",1990,NA
"TANMH1_MD",538.009949471,"DC",1990,NA
"TANMH2_MD",43.1374991895,"DC",1990,NA
"TANMH_VA",316.77843561,"DC",1990,NA
"WBEMH",6.00683188944,"DC",1990,NA
"WBRTF",0.131510549675,"DC",1990,NA
"WICMH",35.1165155316,"DC",1990,NA
"WSTMH",11.3039887553,"DC",1990,NA
"YRKMH",94.5925146547,"DC",1990,NA
"YRKPH",68.4147310502,"DC",1990,NA
"ANATF_DC",3.18607307805,"CHLA",1990,0
"ANATF_MD",0.220444298005,"CHLA",1990,NA
"APPTF",8.01161109738,"CHLA",1990,NA
"BACOH",16.175353828,"CHLA",1990,NA
"BIGMH",29.064783902,"CHLA",1990,NA
"BIGMH1",25.9379303683,"CHLA",1990,NA
"BIGMH2",3.1268535337,"CHLA",1990,NA
"BOHOH",11.9276357937,"CHLA",1990,NA
"BSHOH",30.5426953902,"CHLA",1990,NA
"C&DOH_DE",1.06981825234,"CHLA",1990,NA
"C&DOH_MD",2.49600957707,"CHLA",1990,NA
"CB1TF",151.6209412867,"CHLA",1990,NA
"CB1TF1",49.3689989917,"CHLA",1990,NA
"CB1TF2",102.251942295,"CHLA",1990,NA
"CB2OH",275.239534609,"CHLA",1990,NA
"CB3MH",361.585742353,"CHLA",1990,NA
"CB4MH",908.847238557,"CHLA",1990,NA
"CB5MH_MD",920.485016307,"CHLA",1990,NA
"CB5MH_VA",554.138332357,"CHLA",1990,NA
"CB6PH",743.349060347,"CHLA",1990,NA
"CB7PH",1520.77661607,"CHLA",1990,NA
"CB8PH",412.427729018,"CHLA",1990,NA
"CHKOH",27.9692705972,"CHLA",1990,NA
"CHOMH1",242.057252929,"CHLA",1990,NA
"CHOMH2",74.2001171401,"CHLA",1990,NA
"CHOOH",15.0376490018,"CHLA",1990,NA
"CHOTF",8.90618058165,"CHLA",1990,NA
"CHSMH",119.290257976,"CHLA",1990,NA
"CHSOH",14.7905368951,"CHLA",1990,NA
"CHSTF",4.08401551985,"CHLA",1990,NA
"CRRMH",23.4836069424,"CHLA",1990,NA
"EASMH",234.544096065,"CHLA",1990,NA
"EBEMH",5.77443940416,"CHLA",1990,NA
"ELIPH",21.1526819021,"CHLA",1990,NA
"ELKOH",37.27000428015,"CHLA",1990,NA
"ELKOH1",31.0227076169,"CHLA",1990,NA
"ELKOH2",6.24729666325,"CHLA",1990,NA
"FSBMH",83.5055497405,"CHLA",1990,NA
"GUNOH",41.5971244488,"CHLA",1990,NA
"GUNOH1",22.9367906542,"CHLA",1990,NA
"GUNOH2",18.6603337946,"CHLA",1990,NA
"HNGMH",97.7191868419,"CHLA",1990,NA
"JMSMH",304.24105616,"CHLA",1990,0
"JMSOH",127.749035571,"CHLA",1990,0
"JMSPH",76.5619000153,"CHLA",1990,0
"JMSTF1",73.9844902512,"CHLA",1990,0
"JMSTF2",21.3173558988,"CHLA",1990,0
"LAFMH",5.75090847064,"CHLA",1990,NA
"LCHMH",89.573498991,"CHLA",1990,NA
"LYNPH",19.6071761165,"CHLA",1990,NA
"MAGMH",26.5306737174,"CHLA",1990,NA
"MANMH",60.7889172715,"CHLA",1990,NA
"MANMH1",51.6400494168,"CHLA",1990,NA
"MANMH2",9.1488678547,"CHLA",1990,NA
"MATTF",7.28089456688,"CHLA",1990,NA
"MIDOH",16.2140696845,"CHLA",1990,NA
"MOBPH",342.697690424,"CHLA",1990,NA
"MPNOH",7.952138502,"CHLA",1990,NA
"MPNTF",9.2802439777,"CHLA",1990,NA
"NANMH",48.3577889708,"CHLA",1990,NA
"NANOH",16.4553301193,"CHLA",1990,NA
"NANTF_DE",3.44982191355,"CHLA",1990,NA
"NANTF_MD",1.15864092595,"CHLA",1990,NA
"NORTF",15.817688769,"CHLA",1990,NA
"PATMH",93.6046301936,"CHLA",1990,NA
"PAXMH",107.5359184718,"CHLA",1990,NA
"PAXMH1",83.145424318,"CHLA",1990,NA
"PAXMH2",15.5166098279,"CHLA",1990,NA
"PAXMH3",2.40735686402,"CHLA",1990,NA
"PAXMH4",2.5047114203,"CHLA",1990,NA
"PAXMH5",3.43008200378,"CHLA",1990,NA
"PAXMH6",0.5317340378,"CHLA",1990,NA
"PAXOH",14.2434559408,"CHLA",1990,NA
"PAXTF",4.4086217845,"CHLA",1990,NA
"PIAMH",69.7741768909,"CHLA",1990,NA
"PISTF",3.70899693257,"CHLA",1990,NA
"PMKOH",14.0938065446,"CHLA",1990,NA
"PMKTF",16.2259785075,"CHLA",1990,NA
"POCMH_MD",52.0824437581,"CHLA",1990,NA
"POCMH_VA",138.776863795,"CHLA",1990,NA
"POCOH_MD",6.45538609683,"CHLA",1990,NA
"POCOH_VA",7.3661146597,"CHLA",1990,NA
